InvoiceNo,CustomerID,InvoiceDate,InvoiceTotal,NumItems
536848,13408.0,2010-12-03 09:39:00,534.0,280
536849,17396.0,2010-12-03 09:45:00,397.5,106
536851,12967.0,2010-12-03 09:49:00,1368.4,360
536852,12686.0,2010-12-03 09:51:00,89.14,107
536856,13370.0,2010-12-03 10:26:00,754.87,343
536857,16883.0,2010-12-03 10:33:00,128.03,54
536858,13520.0,2010-12-03 10:36:00,303.4,110
536859,12841.0,2010-12-03 10:43:00,294.25,186
536860,16905.0,2010-12-03 10:43:00,254.39999999999998,108
536861,12427.0,2010-12-03 10:44:00,303.5,79
536863,17967.0,2010-12-03 11:19:00,123.07,80
536874,16891.0,2010-12-03 11:35:00,232.26,92
536884,14589.0,2010-12-03 11:42:00,39.75,5
536890,14156.0,2010-12-03 11:48:00,322.2,1548
536938,14680.0,2010-12-03 12:05:00,1680.88,464
536943,17884.0,2010-12-03 12:11:00,187.51,170
536944,12557.0,2010-12-03 12:20:00,620.0,400
536945,14083.0,2010-12-03 12:24:00,309.54,179
536946,13013.0,2010-12-03 12:28:00,841.94,363
536947,13013.0,2010-12-03 12:29:00,686.4,439
536954,17809.0,2010-12-03 12:41:00,425.0,100
536956,14210.0,2010-12-03 12:43:00,304.95000000000005,93
536957,17809.0,2010-12-03 12:43:00,791.7,234
536960,16477.0,2010-12-03 12:48:00,225.65,125
536967,12600.0,2010-12-03 12:57:00,76.5,31
536968,16013.0,2010-12-03 13:09:00,534.0,168
536969,16013.0,2010-12-03 13:10:00,528.0,192
536970,17949.0,2010-12-03 13:12:00,1314.0,120
536971,12779.0,2010-12-03 13:40:00,248.16,140
536972,16926.0,2010-12-03 13:42:00,230.25,35
536973,17787.0,2010-12-03 13:43:00,736.28,356
536974,12682.0,2010-12-03 13:59:00,336.24,132
536975,14911.0,2010-12-03 14:04:00,1705.65,827
536976,14723.0,2010-12-03 14:18:00,149.8,76
536977,17954.0,2010-12-03 14:18:00,108.78,60
536980,17819.0,2010-12-03 14:26:00,591.47,239
536981,14723.0,2010-12-03 14:26:00,101.14,39
536983,12712.0,2010-12-03 14:30:00,175.53,60
536984,17841.0,2010-12-03 14:35:00,339.54,136
536985,15373.0,2010-12-03 14:40:00,334.3,42
536986,16140.0,2010-12-03 14:40:00,124.14,104
536987,17198.0,2010-12-03 14:54:00,272.01,124
536988,17238.0,2010-12-03 15:05:00,254.39000000000001,100
536989,17238.0,2010-12-03 15:10:00,115.7,26
536990,12793.0,2010-12-03 15:14:00,131.8,65
536992,15769.0,2010-12-03 15:16:00,91.8,36
536993,14396.0,2010-12-03 15:19:00,110.35000000000001,39
536994,14898.0,2010-12-03 15:25:00,98.5,18
537022,12725.0,2010-12-03 15:45:00,427.8,164
537023,16725.0,2010-12-03 16:02:00,122.15,64
537026,12395.0,2010-12-03 16:35:00,346.1,528
537030,16455.0,2010-12-03 16:44:00,246.3,142
537031,16455.0,2010-12-03 16:45:00,135.0,108
537034,13081.0,2010-12-03 17:20:00,2355.1800000000003,1338
537035,13081.0,2010-12-03 17:21:00,11.6,8
537036,15545.0,2010-12-03 17:28:00,135.32999999999998,75
537037,17243.0,2010-12-05 10:03:00,256.90000000000003,92
537038,15465.0,2010-12-05 10:12:00,535.75,125
537040,13089.0,2010-12-05 10:27:00,734.3999999999999,192
537041,16033.0,2010-12-05 10:36:00,155.64000000000001,52
537042,13838.0,2010-12-05 10:45:00,238.11,83
537044,18055.0,2010-12-05 10:52:00,431.45,93
537045,15038.0,2010-12-05 10:54:00,126.42999999999999,46
537046,18109.0,2010-12-05 10:58:00,277.45,55
537047,13069.0,2010-12-05 11:02:00,326.6,181
537048,13069.0,2010-12-05 11:03:00,5.9,2
537049,16241.0,2010-12-05 11:04:00,277.65000000000003,97
537050,14800.0,2010-12-05 11:10:00,555.84,437
537051,15708.0,2010-12-05 11:12:00,350.68,158
537052,16839.0,2010-12-05 11:15:00,552.24,232
537053,16168.0,2010-12-05 11:38:00,275.8,124
537054,16931.0,2010-12-05 11:40:00,152.05,82
537055,16814.0,2010-12-05 11:45:00,273.29,107
537057,15351.0,2010-12-05 11:49:00,274.67,129
537058,13269.0,2010-12-05 11:51:00,351.43,197
537059,14813.0,2010-12-05 11:54:00,127.98,59
537065,12567.0,2010-12-05 11:57:00,1526.92,611
537067,14813.0,2010-12-05 11:57:00,27.45,8
537077,17062.0,2010-12-05 11:59:00,179.64000000000001,163
537081,15332.0,2010-12-05 12:00:00,1145.06,442
537086,15332.0,2010-12-05 12:01:00,438.0,168
537090,15332.0,2010-12-05 12:02:00,15.0,12
537111,14810.0,2010-12-05 12:08:00,180.44,84
537117,16353.0,2010-12-05 12:09:00,204.0,48
537126,18118.0,2010-12-05 12:13:00,475.86,212
537127,13831.0,2010-12-05 12:13:00,408.0,160
537128,12841.0,2010-12-05 12:15:00,211.74,135
537129,13506.0,2010-12-05 12:15:00,301.12,232
537130,17796.0,2010-12-05 12:23:00,114.65,28
537131,15716.0,2010-12-05 12:26:00,547.1,435
537133,18156.0,2010-12-05 12:29:00,206.23000000000002,73
537134,16983.0,2010-12-05 12:34:00,163.49,107
537135,17059.0,2010-12-05 12:35:00,722.36,471
537136,12748.0,2010-12-05 12:42:00,273.76,152
537137,16327.0,2010-12-05 12:43:00,535.6,392
537138,17211.0,2010-12-05 12:44:00,273.3,204
537139,17026.0,2010-12-05 12:47:00,33.15,25
537140,12748.0,2010-12-05 12:53:00,70.42,54
537141,15570.0,2010-12-05 12:57:00,517.65,165
537142,12748.0,2010-12-05 12:57:00,41.45,16
537144,15880.0,2010-12-05 13:00:00,343.28000000000003,211
537153,16718.0,2010-12-05 13:03:00,623.75,413
537154,15808.0,2010-12-05 13:05:00,1021.45,355
537155,12748.0,2010-12-05 13:05:00,75.64,66
537156,17858.0,2010-12-05 13:08:00,251.25,87
537158,16393.0,2010-12-05 13:10:00,184.8,86
537159,14527.0,2010-12-05 13:17:00,292.95,60
537160,14161.0,2010-12-05 13:18:00,283.15,128
537163,17863.0,2010-12-05 13:21:00,384.71999999999997,276
537176,16411.0,2010-12-05 13:26:00,131.5,70
537179,13767.0,2010-12-05 13:29:00,806.28,284
537192,16402.0,2010-12-05 13:42:00,211.8,105
537193,15023.0,2010-12-05 13:49:00,460.6,232
537194,17402.0,2010-12-05 13:53:00,271.2,80
537195,15311.0,2010-12-05 13:55:00,650.64,310
537196,15426.0,2010-12-05 13:55:00,411.42,159
537197,12647.0,2010-12-05 14:02:00,286.5,79
537198,12647.0,2010-12-05 14:03:00,85.5,11
537199,15894.0,2010-12-05 14:06:00,156.74,115
537200,15867.0,2010-12-05 14:17:00,112.9,47
537201,12472.0,2010-12-05 14:19:00,1631.3,972
537202,14506.0,2010-12-05 14:25:00,269.7,112
537204,15555.0,2010-12-05 14:45:00,198.43,293
537205,13034.0,2010-12-05 14:52:00,165.86,116
537206,15235.0,2010-12-05 15:02:00,85.55000000000001,25
537207,17402.0,2010-12-05 15:06:00,188.77,40
537208,15889.0,2010-12-05 15:12:00,297.92,149
537209,14606.0,2010-12-05 15:12:00,192.68,83
537210,15953.0,2010-12-05 15:15:00,209.84,101
537211,16143.0,2010-12-05 15:18:00,355.75,145
537212,12720.0,2010-12-05 15:21:00,473.39,299
537213,12748.0,2010-12-05 15:26:00,8.65,7
537214,16422.0,2010-12-05 15:35:00,1668.2,2048
537215,12747.0,2010-12-05 15:38:00,358.55999999999995,108
537216,15502.0,2010-12-05 15:40:00,569.5,240
537217,15502.0,2010-12-05 15:40:00,167.2,16
537218,12763.0,2010-12-05 15:46:00,320.08,196
537219,14081.0,2010-12-05 15:47:00,423.52,252
537221,17965.0,2010-12-05 15:54:00,37.35,14
537222,14404.0,2010-12-05 16:00:00,133.48,57
537223,13579.0,2010-12-05 16:10:00,164.70000000000002,46
537224,13174.0,2010-12-05 16:24:00,1415.97,700
537225,12748.0,2010-12-05 16:41:00,496.48,316
537226,15987.0,2010-12-06 08:34:00,113.48,86
537227,17677.0,2010-12-06 08:42:00,922.4000000000001,700
537228,17677.0,2010-12-06 08:43:00,25.200000000000003,12
537229,17677.0,2010-12-06 08:44:00,17.4,12
537231,13652.0,2010-12-06 09:21:00,308.8,112
537233,17428.0,2010-12-06 09:37:00,353.0,148
537235,17381.0,2010-12-06 09:45:00,2567.6400000000003,1464
537236,16858.0,2010-12-06 09:52:00,375.69000000000005,91
537238,16161.0,2010-12-06 10:03:00,164.2,88
537239,18219.0,2010-12-06 10:05:00,210.19,67
537241,14293.0,2010-12-06 10:18:00,364.92,172
537242,14748.0,2010-12-06 10:19:00,412.22,282
537243,16638.0,2010-12-06 10:19:00,50.400000000000006,24
537244,17674.0,2010-12-06 10:20:00,300.66,349
537245,14748.0,2010-12-06 10:24:00,58.2,48
537246,12808.0,2010-12-06 10:27:00,129.4,53
537247,13094.0,2010-12-06 10:34:00,223.68,192
537248,15899.0,2010-12-06 10:36:00,56.25,39
537249,16955.0,2010-12-06 10:38:00,33.0,20
537250,12708.0,2010-12-06 10:43:00,196.44,89
537254,15898.0,2010-12-06 11:01:00,382.69,210
537255,14443.0,2010-12-06 11:03:00,303.5,163
537256,16210.0,2010-12-06 11:06:00,2263.8,796
537257,17691.0,2010-12-06 11:10:00,142.5,58
537258,17227.0,2010-12-06 11:16:00,142.25,92
537262,15039.0,2010-12-06 11:26:00,611.51,266
537265,15919.0,2010-12-06 11:26:00,270.72,242
537298,13497.0,2010-12-06 11:37:00,153.5,54
537301,15860.0,2010-12-06 11:38:00,102.66,72
537312,14189.0,2010-12-06 11:42:00,311.24,254
537313,15304.0,2010-12-06 11:42:00,123.15,21
537332,14344.0,2010-12-06 11:58:00,322.8,120
537334,16719.0,2010-12-06 12:06:00,430.73,146
537335,15048.0,2010-12-06 12:15:00,98.7,32
537346,15301.0,2010-12-06 12:21:00,673.37,503
537350,14708.0,2010-12-06 12:23:00,419.06,350
537351,16898.0,2010-12-06 12:23:00,116.08,98
537354,12748.0,2010-12-06 12:23:00,133.07,85
537359,14825.0,2010-12-06 12:30:00,184.10000000000002,72
537360,18113.0,2010-12-06 12:31:00,76.32000000000001,72
537362,17596.0,2010-12-06 12:34:00,392.62,530
537365,15078.0,2010-12-06 12:38:00,449.95000000000005,201
537366,14085.0,2010-12-06 12:39:00,308.05,106
537367,15078.0,2010-12-06 12:39:00,25.200000000000003,12
537368,14911.0,2010-12-06 12:40:00,377.5,135
537369,17860.0,2010-12-06 12:41:00,252.8,104
537370,13155.0,2010-12-06 12:44:00,379.7,168
537371,15028.0,2010-12-06 12:47:00,185.97,119
537372,16919.0,2010-12-06 12:52:00,198.35,73
537374,17259.0,2010-12-06 12:55:00,381.64,275
537375,17019.0,2010-12-06 12:55:00,358.82,223
537376,16722.0,2010-12-06 12:59:00,480.68,278
537377,15882.0,2010-12-06 13:01:00,270.52,116
537378,14911.0,2010-12-06 13:06:00,784.15,476
537380,15882.0,2010-12-06 13:12:00,100.80000000000001,48
537381,14667.0,2010-12-06 13:13:00,511.56,372
537382,16710.0,2010-12-06 13:13:00,375.47,197
537384,15984.0,2010-12-06 13:21:00,122.7,56
537385,14487.0,2010-12-06 13:22:00,125.10000000000001,37
537386,14911.0,2010-12-06 13:32:00,20.85,3
537387,13468.0,2010-12-06 13:34:00,222.18,84
537388,17682.0,2010-12-06 13:35:00,391.5,210
537389,17757.0,2010-12-06 13:41:00,149.0,60
537390,16658.0,2010-12-06 13:47:00,123.24,40
537391,16550.0,2010-12-06 13:53:00,554.66,257
537392,17068.0,2010-12-06 13:58:00,166.15,80
537393,13089.0,2010-12-06 13:59:00,2415.04,972
537394,13089.0,2010-12-06 14:00:00,81.17999999999999,54
537395,15356.0,2010-12-06 14:05:00,150.22,80
537396,17223.0,2010-12-06 14:08:00,292.84000000000003,64
537397,16817.0,2010-12-06 14:19:00,244.20000000000002,164
537399,13030.0,2010-12-06 14:31:00,427.74,204
537400,17191.0,2010-12-06 14:36:00,422.81,261
537403,17191.0,2010-12-06 14:43:00,30.45,21
537404,17191.0,2010-12-06 14:46:00,56.85,38
537405,17841.0,2010-12-06 14:51:00,406.69,132
537407,15502.0,2010-12-06 14:55:00,192.7,34
537409,15194.0,2010-12-06 15:00:00,406.16,247
537410,14409.0,2010-12-06 15:03:00,151.20000000000002,72
537412,14409.0,2010-12-06 15:06:00,177.60000000000002,96
537415,16654.0,2010-12-06 15:09:00,227.4,63
537418,17884.0,2010-12-06 15:13:00,137.11,66
537419,13495.0,2010-12-06 15:14:00,510.95,209
537420,17519.0,2010-12-06 15:18:00,335.3,184
537421,17218.0,2010-12-06 15:25:00,292.54,131
537422,17812.0,2010-12-06 15:27:00,217.54999999999998,144
537423,14215.0,2010-12-06 15:34:00,166.0,104
537424,15602.0,2010-12-06 15:35:00,92.55000000000001,57
537428,17320.0,2010-12-06 15:38:00,450.92,210
537429,12748.0,2010-12-06 15:54:00,82.12,119
537433,12913.0,2010-12-06 16:36:00,417.62,146
537435,17920.0,2010-12-06 16:58:00,221.5,82
537440,17869.0,2010-12-06 17:16:00,214.32,67
537441,13564.0,2010-12-06 17:26:00,540.0,256
537446,18055.0,2010-12-07 09:13:00,569.03,201
537447,13963.0,2010-12-07 09:21:00,151.3,54
537448,17450.0,2010-12-07 09:23:00,39.599999999999994,6
537456,17450.0,2010-12-07 09:43:00,1989.2399999999998,780
